level,l1,l2,l3,l4,url
L1,Cleaning Supplies,,,,https://www.staples.com/cleaning-supplies/cat_SC1683
L2,Cleaning Supplies,Cleaning Chemicals & Wipes,,,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,All-Purpose Cleaners,,https://www.staples.com/All-Purpose-Cleaners-Spray-Cleaning-Chemicals/cat_CL142820/k2zyw
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Carpet Care,,https://www.staples.com/Carpet-Care/cat_CL220880
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Hard Floor Care,,https://www.staples.com/Hard-Floor-Care/cat_CL220977
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Degreasers,,https://www.staples.com/cleaners-degreasers/cat_CL142820/ral7u
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Dilution Control Chemicals,,https://www.staples.com/Dilution-Control-Chemicals/cat_CL350595
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Dishwashing Detergent,,https://www.staples.com/Dish-Soap/cat_CL215693
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Disinfectant,,https://www.staples.com/Disinfectant-Cleaning-Chemicals/cat_CL142820/8uucw
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Disinfection Wipes,,https://www.staples.com/Disinfectant-Wipes/cat_CL220881
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Drain Cleaners,,https://www.staples.com/Drain-Cleaners/cat_CL220976
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Furniture Cleaners,,https://www.staples.com/Furniture-Wood-Polish-Cleaning-Chemicals/cat_CL142820/swxsa
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Glass Cleaners,,https://www.staples.com/window-glass-cleaner-cleaning-chemicals/cat_CL142820/521tw
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Laundry Detergent,,https://www.staples.com/Laundry-Detergent/cat_CL168322
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Odor Control,,https://www.staples.com/Air-Fresheners-Deodorizers/cat_CL142818
L3,Cleaning Supplies,Cleaning Chemicals & Wipes,Restroom Cleaners,,https://www.staples.com/toilet-bathroom-cleaner-cleaning-chemicals/cat_CL142820/ba6du
L2,Cleaning Supplies,Cleaning Tools,,,https://www.staples.com/Cleaning-Tools/cat_CG3928
L3,Cleaning Supplies,Cleaning Tools,Squeegees,,https://www.staples.com/Squeegees/cat_CL204491
L3,Cleaning Supplies,Cleaning Tools,Cleaning Cloths & Rags,,https://www.staples.com/Cleaning-Cloths-Rags/cat_CL220907
L3,Cleaning Supplies,Cleaning Tools,Cleaning Brushes & Toilet Plungers,,https://www.staples.com/Cleaning-Brushes-Toilet-Plungers/cat_CL220905
L3,Cleaning Supplies,Cleaning Tools,"Cleaning Carts, Caddies & Accessories",,https://www.staples.com/Cleaning-Carts-Caddies-Accessories/cat_DP353666
L3,Cleaning Supplies,Cleaning Tools,Spray Bottles & Sprayers,,https://www.staples.com/Spray-Bottles-Sprayers/cat_CL216655
L3,Cleaning Supplies,Cleaning Tools,"Mops, Brooms & Dustpans",,https://www.staples.com/Mops-Brooms-Dustpans/cat_DP353665
L3,Cleaning Supplies,Cleaning Tools,Dusters,,https://www.staples.com/Dusters/cat_CL165592
L3,Cleaning Supplies,Cleaning Tools,Sponges & Scrubbers,,https://www.staples.com/Sponges-Scrubbers/cat_CL142819
L3,Cleaning Supplies,Cleaning Tools,Trash Bags,,https://www.staples.com/Trash-Bags/cat_CL141923
L3,Cleaning Supplies,Cleaning Tools,Trash Cans,,https://www.staples.com/Trash-Cans-Recycling-Bins/cat_CL141928
L2,Cleaning Supplies,Hand Soaps & Sanitizers,,,https://www.staples.com/Hand-Soaps-Sanitizers/cat_CG3931
L3,Cleaning Supplies,Hand Soaps & Sanitizers,Liquid Hand Soaps,,https://www.staples.com/Liquid-Soap-Hand-Soap/cat_CL141836/c3ffq
L3,Cleaning Supplies,Hand Soaps & Sanitizers,Foaming Hand Soaps,,https://www.staples.com/Foaming-Soap-Hand-Soap/cat_CL141836/8k8v4
L3,Cleaning Supplies,Hand Soaps & Sanitizers,Hand Lotion,,https://www.staples.com/Hand-Lotion/cat_CL204584
L3,Cleaning Supplies,Hand Soaps & Sanitizers,Hand Soap Dispensers,,https://www.staples.com/Hand-Soap-Sanitizer-Dispensers/cat_CL350700
L3,Cleaning Supplies,Hand Soaps & Sanitizers,Gel Hand Sanitizers,,https://www.staples.com/gel-sanitizers-hand-sanitizer/cat_CL220928/yyfjd
L3,Cleaning Supplies,Hand Soaps & Sanitizers,Foaming Hand Sanitizer,,https://www.staples.com/Foaming-Sanitizers-Hand-Sanitizer/cat_CL220928/3ycmg
L3,Cleaning Supplies,Hand Soaps & Sanitizers,Hand Sanitizer Wipes,,https://www.staples.com/Wipes-Hand-Sanitizer/cat_CL220928/9b1ai
L3,Cleaning Supplies,Hand Soaps & Sanitizers,Air fresheners,,https://www.staples.com/Air-Fresheners-Deodorizers/cat_CL142818
L2,Cleaning Supplies,Toilet Paper,,,https://www.staples.com/Toilet-Paper-Bath-Tissue/cat_CL141829
L2,Cleaning Supplies,Toilet Paper Dispensers,,,https://www.staples.com/Toilet-Paper-Dispensers/cat_CL350641
L2,Cleaning Supplies,Paper Towels,,,https://www.staples.com/Paper-Towels/cat_CL141826
L2,Cleaning Supplies,Paper Towel Dispensers,,,https://www.staples.com/Paper-Towel-Dispensers/cat_CL350640
L2,Cleaning Supplies,Hand Dryers,,,https://www.staples.com/Hand-Dryers/cat_CL210355
L2,Cleaning Supplies,Waste & Recycling,,,https://www.staples.com/Waste-Recycling-Products/cat_CG2827
L3,Cleaning Supplies,Waste & Recycling,Trash Bags,,https://www.staples.com/Trash-Bags/cat_CL141923
L3,Cleaning Supplies,Waste & Recycling,Waste Receptacle Lids & Accessories,,https://www.staples.com/Waste-Receptacle-Lids-Accessories/cat_CL350740
L3,Cleaning Supplies,Waste & Recycling,Trash Cans & Recycling Bins,,https://www.staples.com/Trash-Cans-Recycling-Bins/cat_CL141928
L3,Cleaning Supplies,Waste & Recycling,Small Trash Cans,,https://www.staples.com/small-trash-cans/cat_CL141928/5osv5-vg6o4
L3,Cleaning Supplies,Waste & Recycling,Step Trash Cans,,https://www.staples.com/step-trash-cans/cat_CL141928/nf68i
L3,Cleaning Supplies,Waste & Recycling,Recycling Bins,,https://www.staples.com/recycling-bins/cat_CL141928/83txu
L3,Cleaning Supplies,Waste & Recycling,Recycling Stations,,https://www.staples.com/recycling-station/cat_CL141928/t4er3
L2,Cleaning Supplies,Laundry Care,,,https://www.staples.com/Laundry-Room-Supplies/cat_CG3735
L3,Cleaning Supplies,Laundry Care,Laundry Detergent,,https://www.staples.com/Laundry-Detergent/cat_CL168322
L3,Cleaning Supplies,Laundry Care,Stain Removers,,https://www.staples.com/Laundry-Stain-Removers/cat_CL354277
L3,Cleaning Supplies,Laundry Care,Scent Boosters,,https://www.staples.com/Scent-Boosters/cat_CL354273
L3,Cleaning Supplies,Laundry Care,Fabric Softener,,https://www.staples.com/Fabric-Softener/cat_CL354271
L3,Cleaning Supplies,Laundry Care,Dryer Sheets,,https://www.staples.com/Dryer-Sheets/cat_CL354276
L2,Cleaning Supplies,Dish Soap,,,https://www.staples.com/Dish-Soap/cat_CL215693
L2,Cleaning Supplies,Dishwasher Detergent,,,https://www.staples.com/Dishwasher-Detergent/cat_CL354475
L2,Cleaning Supplies,Air Fresheners & Deodorizers,,,https://www.staples.com/Air-Fresheners-Deodorizers/cat_CL142818
L2,Cleaning Supplies,Cleaning Cloths & Rags,,,https://www.staples.com/Cleaning-Cloths-Rags/cat_CL220907
L2,Cleaning Supplies,Sponges & Scrubbers,,,https://www.staples.com/Sponges-Scrubbers/cat_CL142819
L2,Cleaning Supplies,Dusters,,,https://www.staples.com/Dusters/cat_CL165592
L2,Cleaning Supplies,Cleaning Brushes & Toilet Plungers,,,https://www.staples.com/Cleaning-Brushes-Toilet-Plungers/cat_CL220905
L2,Cleaning Supplies,"Mops, Brooms & Dustpans",,,https://www.staples.com/Mops-Brooms-Dustpans/cat_DP353665
L2,Cleaning Supplies,Vacuums,,,https://www.staples.com/Vacuums/cat_CL140733
L2,Cleaning Supplies,Wet/Dry Vacuums,,,https://www.staples.com/Wet-Dry-Vacuums/cat_CL220897
L2,Cleaning Supplies,Janitorial Paper & Dispensers,,,https://www.staples.com/janitorial-paper-dispensers/cat_CG3930
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Paper Towels,,https://www.staples.com/Paper-Towels/cat_CL141826
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Toilet Paper,,https://www.staples.com/Toilet-Paper-Bath-Tissue/cat_CL141829
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Tissues,,https://www.staples.com/Facial-Tissue/cat_CL141828
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Napkins,,https://www.staples.com/Napkins/cat_CL141827
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Toilet Seat Covers,,https://www.staples.com/Toilet-Seat-Covers/cat_CL220927
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Paper Towel Dispensers,,https://www.staples.com/Paper-Towel-Dispensers/cat_CL350640
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Toilet Paper Dispensers,,https://www.staples.com/Toilet-Paper-Dispensers/cat_CL350641
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Napkin Dispensers,,https://www.staples.com/Napkin-Dispensers/cat_CL350646
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Toilet Seat Cover Dispensers,,https://www.staples.com/Toilet-Seat-Cover-Dispensers/cat_CL350642
L3,Cleaning Supplies,Janitorial Paper & Dispensers,Hand Dryers,,https://www.staples.com/Hand-Dryers/cat_CL210355
L2,Cleaning Supplies,"Cleaning Carts, Caddies & Accessories",,,https://www.staples.com/Cleaning-Carts-Caddies-Accessories/cat_DP353666
L2,Cleaning Supplies,Floor & Carpet Cleaning Equipment,,,https://www.staples.com/Floor-Carpet-Cleaning-Equipment/cat_CG3924
L3,Cleaning Supplies,Floor & Carpet Cleaning Equipment,Carpet Extractors & Cleaners,,https://www.staples.com/Carpet-Extractors-Cleaners/cat_CL220896
L3,Cleaning Supplies,Floor & Carpet Cleaning Equipment,Vacuum Parts & Accessories,,https://www.staples.com/Vacuum-Parts-Accessories/cat_CL355155
L3,Cleaning Supplies,Floor & Carpet Cleaning Equipment,Auto Scrubbers,,https://www.staples.com/Auto-Scrubbers/cat_CL220895
